Account,date,net_pnl,gross_pnl,fees,volume_usd,n_fills,n_realized,n_liq,buy_frac,classification,value,class5,sentiment,won_day
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-26,29894.022321980003,29897.971695000004,3.9493730200000003,73534.5,32,10,0,0.6875,Extreme Greed,79,Extreme Greed,Greed,True
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-28,-0.23781576,0.0,0.23781576,61546.78,10,0,0,1.0,Greed,72,Greed,Greed,False
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-12,3691.400991,3699.757273,8.356281999999998,23875.1,3,3,0,0.0,Greed,62,Greed,Greed,True
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-13,0.0,0.0,0.0,0.22,1,0,0,0.0,Greed,61,Greed,Greed,False
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-02-14,8012.789628,8019.163096,6.373468,63734.69,1,1,0,0.0,Neutral,48,Neutral,Neutral,True
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-04,-7.678e-05,0.0,7.678e-05,63727.4,1,0,0,1.0,Fear,28,Fear,Fear,False
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-05,539.693067,562.1943200000001,22.501253,64289.35,19,19,0,0.0,Fear,30,Fear,Fear,True
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-06,-7.8515e-05,0.0,7.8515e-05,64267.24999999999,21,0,0,0.9523809523809523,Fear,34,Fear,Fear,False
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-09,104.115634,110.553364,6.43773,64377.46000000001,19,19,0,0.0,Extreme Fear,18,Extreme Fear,Fear,True
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-10,-8.1782e-05,0.0,8.1782e-05,64371.16,6,0,0,0.8333333333333334,Fear,39,Fear,Fear,False
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-12,3577.151068,3593.989207,16.838139,67964.39,27,27,0,0.0,Fear,43,Fear,Fear,True
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-13,0.0,0.0,0.0,0.69,1,0,0,0.0,Neutral,45,Neutral,Neutral,False
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-06,-76.264613,0.0,76.264613,480326.66,45,0,0,0.0,Greed,72,Greed,Greed,False
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-12,1745.3572840000002,1762.46,17.102716,67508.1,10,10,0,1.0,Extreme Greed,83,Extreme Greed,Greed,True
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-17,-0.09035900000000198,27.63736,27.727719,215108.2,64,11,0,0.03125,Extreme Greed,87,Extreme Greed,Greed,False
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-18,2222.818683,2229.5212300000003,6.702547,19948.06,4,4,0,1.0,Extreme Greed,81,Extreme Greed,Greed,True
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-22,12080.340002,12082.95,2.609998,27187.5,2,2,0,1.0,Greed,73,Greed,Greed,True
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-24,-2.897994,0.0,2.897994,30187.510000000002,7,0,0,0.0,Greed,73,Greed,Greed,False
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-07,-7.216085,0.0,7.216085,35601.47,12,0,0,0.0,Extreme Greed,78,Extreme Greed,Greed,False
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-14,-9.303358000000001,0.0,9.303358000000001,96910.0,2,0,0,0.0,Greed,63,Greed,Greed,False
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-15,-5.304123000000001,0.0,5.304123000000001,45251.76,30,0,0,0.0,Greed,70,Greed,Greed,False
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-07,-4.9549009999999996,0.0,4.9549009999999996,51613.57,5,0,0,0.0,Fear,44,Fear,Fear,False
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-13,-1.1955749999999998,0.0,1.1955749999999998,12454.0,11,0,0,0.0,Neutral,50,Neutral,Neutral,False
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-14,-4.197695,0.0,4.197695,12493.14,1,0,0,0.0,Neutral,48,Neutral,Neutral,False
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-07,11880.091612,11894.061848,13.970236,58503.1,11,11,0,1.0,Fear,34,Fear,Fear,True
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-11,9434.75608,9461.082288,26.326207999999998,149251.29,61,3,0,0.04918032786885246,Extreme Fear,24,Extreme Fear,Fear,True
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-13,16014.833169999998,16017.255710000001,2.42254,9614.24,8,8,0,1.0,Neutral,45,Neutral,Neutral,True
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-14,38897.86231,38909.083504999995,11.221194999999998,52459.29,7,7,0,1.0,Fear,27,Fear,Fear,True
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-15,35382.093611000004,35384.58,2.486389,25900.02,18,18,0,1.0,Neutral,46,Neutral,Neutral,True
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-17,63004.937961999996,63015.976505,11.038543,114984.85,5,5,0,0.8,Fear,32,Fear,Fear,True
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-19,-16.256326979,0.0,16.256326979,338670.98,58,0,0,0.3620689655172414,Fear,32,Fear,Fear,False
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-24,-6.55554,0.0,6.55554,68286.98,10,0,0,0.0,Neutral,45,Neutral,Neutral,False
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-25,-2.99904,0.0,2.99904,31240.0,1,0,0,0.0,Neutral,46,Neutral,Neutral,False
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-04-09,8711.770539000001,8720.984286,9.213747,44026.89,11,11,0,1.0,Extreme Fear,18,Extreme Fear,Fear,True
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-20,-117.08919,0.0,117.08919,48733.65,20,0,0,1.0,Greed,66,Greed,Greed,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-25,-136.01682,0.0,136.01682,51261.869999999995,68,0,0,1.0,Greed,72,Greed,Greed,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-19,-7.235789,0.0,7.235789,23168.39,3,0,0,1.0,Greed,64,Greed,Greed,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-20,57478.456026,57478.456026,0.0,169507.75,8,8,8,0.0,Greed,60,Greed,Greed,True
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-22,78627.525039,78649.449444,21.924405,219244.74,201,201,0,0.0,Greed,70,Greed,Greed,True
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-23,9432.912645999999,9435.542904,2.630258,26302.7,28,28,0,0.0,Greed,71,Greed,Greed,True
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-24,0.0,0.0,0.0,0.67,2,0,0,0.0,Greed,69,Greed,Greed,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-25,0.0,0.0,0.0,0.94,1,0,0,0.0,Greed,68,Greed,Greed,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-09,0.0,0.0,0.0,0.12,1,0,0,0.0,Neutral,48,Neutral,Neutral,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-10,0.0,0.0,0.0,0.68,1,0,0,0.0,Fear,40,Fear,Fear,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-12,0.0,0.0,0.0,0.61,1,0,0,0.0,Fear,25,Fear,Fear,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-13,0.0,0.0,0.0,0.67,1,0,0,0.0,Fear,31,Fear,Fear,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-14,0.0,0.0,0.0,0.53,1,0,0,0.0,Fear,30,Fear,Fear,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-30,0.0,0.0,0.0,0.62,1,0,0,0.0,Fear,34,Fear,Fear,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-31,0.0,0.0,0.0,0.96,1,0,0,0.0,Fear,29,Fear,Fear,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-11,0.0,0.0,0.0,0.54,1,0,0,0.0,Fear,37,Fear,Fear,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-14,0.0,0.0,0.0,0.65,1,0,0,0.0,Neutral,50,Neutral,Neutral,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-20,36107.592489,36165.56933,57.976841,165648.12,23,23,0,0.0,Neutral,54,Neutral,Neutral,True
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-05,0.0,0.0,0.0,0.61,1,0,0,0.0,Neutral,49,Neutral,Neutral,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-11,0.0,0.0,0.0,0.73,1,0,0,0.0,Fear,32,Fear,Fear,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-29,124241.448912,124284.948775,43.499863,124285.34,15,15,0,0.0,Extreme Greed,78,Extreme Greed,Greed,True
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-06,-37.751996,0.0,37.751996,356011.33,69,0,0,1.0,Neutral,49,Neutral,Neutral,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-07,5604.965551,5615.052102,10.086551,61108.61,24,24,0,0.0,Fear,44,Fear,Fear,True
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-12,22641.042288,22795.8104,154.768112,460247.95,108,45,0,0.5833333333333334,Neutral,46,Neutral,Neutral,True
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-20,82078.651503,82117.04336,38.391857,382634.58,255,255,0,0.0,Neutral,49,Neutral,Neutral,True
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-08,-44.005053,0.0,44.005053,440050.95,79,0,0,1.0,Extreme Fear,24,Extreme Fear,Fear,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-16,-9.604321,0.0,9.604321,96043.49,78,0,0,0.0,Fear,29,Fear,Fear,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-17,-8.784419,0.0,8.784419,87844.56,58,0,0,0.0,Fear,30,Fear,Fear,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-25,-11.06274,0.0,11.06274,110627.96,132,0,0,0.0,Greed,60,Greed,Greed,False
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-29,-46.178716,0.0,46.178716,143378.9,54,0,0,0.0,Greed,60,Greed,Greed,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-11-29,-0.03499969,0.0,0.03499969,660.0,3,0,0,1.0,Extreme Greed,78,Extreme Greed,Greed,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-11-30,8.49631316,8.570313,0.07399984,1336.67,5,1,0,0.8,Extreme Greed,84,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-01,197.15663106,197.422418,0.26578693999999997,1434.8600000000001,4,2,0,0.5,Extreme Greed,81,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-03,421.38679244,434.156385,12.76959256,50036.06,100,5,0,0.37,Extreme Greed,76,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-04,1135.60984974,1148.582225,12.97237526,51357.5,58,31,0,0.6551724137931034,Extreme Greed,78,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-05,2521.27818544,2572.882262,51.60407656,180862.43,301,121,0,0.4950166112956811,Extreme Greed,84,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-06,582.8234398,608.195733,25.3722932,118930.59,126,39,0,0.49206349206349204,Greed,72,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-07,883.86716741,907.022506,23.15533859,79191.92,139,63,0,0.4892086330935252,Extreme Greed,75,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-08,255.93675335,267.582472,11.64571865,40918.21,101,39,0,0.44554455445544555,Extreme Greed,79,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-09,834.37818425,846.725304,12.34711975,60680.15,129,41,0,0.6744186046511628,Extreme Greed,78,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-10,1471.64893717,1491.085448,19.43651083,68327.49,161,71,0,0.484472049689441,Extreme Greed,78,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-11,677.32377444,704.986193,27.66241856,101696.81,303,112,0,0.35973597359735976,Greed,74,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-12,771.38893103,791.066221,19.67728997,65203.57,135,50,0,0.4666666666666667,Extreme Greed,83,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-13,905.38594516,928.12696,22.74101484,76695.02,136,62,0,0.5955882352941176,Extreme Greed,76,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-14,1713.92018613,1720.9213340000001,7.00114787,25268.9,50,25,0,0.48,Extreme Greed,83,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-15,9127.85388791,9150.181784,22.32789609,108816.45,169,64,0,0.5266272189349113,Extreme Greed,80,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-16,13163.11517625,13191.027338,27.91216175,97732.87,172,64,0,0.3023255813953488,Extreme Greed,83,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-17,8667.74384742,8862.481515,194.73766758,121257.89,439,138,0,0.4806378132118451,Extreme Greed,87,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-18,2777.8079411500003,2789.884744,12.07680285,52857.45,114,56,0,0.43859649122807015,Extreme Greed,81,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-19,8545.16688564,8571.956827,26.78994136,112615.43,197,94,0,0.5380710659898477,Extreme Greed,75,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-20,4939.02817253,4957.028303,18.00013047,76024.75,140,66,0,0.2571428571428571,Greed,74,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-21,3672.85806939,3688.8556430000003,15.99757361,69495.5,152,54,0,0.39473684210526316,Greed,73,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-22,1389.13527767,1407.737015,18.60173733,81907.25,162,82,0,0.5740740740740741,Greed,73,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-23,3995.9564946,4035.950097,39.9936024,190805.14,415,189,0,0.4602409638554217,Greed,70,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-24,1412.55486504,1431.738918,19.18405296,72722.51,188,85,0,0.4308510638297872,Greed,73,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-25,9195.701605100001,9215.1707,19.4690949,101785.67,96,55,0,0.3541666666666667,Greed,73,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-26,266.54356077,276.97864799999996,10.43508723,59794.35,108,26,0,0.2777777777777778,Extreme Greed,79,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-27,1506.52606178,1514.905695,8.37963322,50460.89,111,79,0,0.6576576576576577,Greed,74,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-28,11.410881,12.936022,1.525141,7753.18,34,4,0,0.11764705882352941,Greed,72,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-29,1640.00942381,1651.116869,11.10744519,47223.55,103,42,0,0.5145631067961165,Greed,73,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-30,193.44946282,199.311539,5.86207618,26875.56,47,28,0,0.6595744680851063,Greed,65,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-31,86.85327624,97.688169,10.834892759999999,53653.47,99,14,0,0.3434343434343434,Greed,64,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-01,502.75037667,511.965591,9.21521433,36196.65,58,39,0,0.4482758620689655,Greed,66,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-02,912.2016811,919.872304,7.6706229,34045.159999999996,71,17,0,0.38028169014084506,Greed,70,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-03,232.33282835999998,242.776635,10.44380664,34858.66,102,46,0,0.43137254901960786,Greed,74,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-04,-68.31620704000001,-58.515474999999995,9.80073204,37450.02,55,11,0,0.23636363636363636,Greed,73,Greed,Greed,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-05,-25.289488,-23.434505,1.854983,5877.54,21,7,0,0.19047619047619047,Greed,72,Greed,Greed,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-06,561.28180375,572.477469,11.195665250000001,43141.25,96,41,0,0.3645833333333333,Extreme Greed,76,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-07,862.67644874,883.742561,21.06611226,74558.19,93,54,0,0.7956989247311828,Extreme Greed,78,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-08,839.03530757,852.333673,13.29836543,72527.7,147,57,0,0.5170068027210885,Greed,70,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-09,-256.19315880000005,-246.68145399999997,9.5117048,53051.95,86,22,0,0.5348837209302325,Greed,69,Greed,Greed,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-10,182.58542796999998,193.832993,11.24756503,45130.11,80,41,0,0.4,Neutral,50,Neutral,Neutral,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-11,125.53130157000002,131.31495,5.7836484299999995,24458.53,64,21,0,0.328125,Greed,69,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-12,151.5031169,156.051342,4.5482251,19863.489999999998,48,13,0,0.3541666666666667,Greed,62,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-13,975.7172437199999,986.808536,11.09129228,48852.16,90,27,0,0.4777777777777778,Greed,61,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-14,310.570948,317.78852,7.217572,26049.54,43,16,0,0.20930232558139536,Greed,63,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-15,397.315976,412.963307,15.647331,73560.94,124,42,0,0.18548387096774194,Greed,70,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-16,488.032526,495.052125,7.0195989999999995,22675.97,45,32,0,0.5555555555555556,Extreme Greed,75,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-17,73.107055,75.484353,2.377298,14146.36,22,6,0,0.22727272727272727,Extreme Greed,75,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-18,301.075035,307.105046,6.030011,22550.96,37,21,0,0.4864864864864865,Extreme Greed,77,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-19,273.64273275000005,286.982013,13.33928025,53377.32,33,16,0,0.6363636363636364,Extreme Greed,77,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-20,2740.53769217,2753.523245,12.98555283,43225.62,62,43,0,0.7419354838709677,Extreme Greed,76,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-21,1162.31048124,1168.334985,6.02450376,23381.65,30,16,0,0.23333333333333334,Extreme Greed,76,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-22,2067.64517311,2079.966432,12.32125889,48326.81,89,32,0,0.3707865168539326,Extreme Greed,84,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-23,90.46817536,91.80745999999999,1.33928464,5797.61,13,4,0,0.5384615384615384,Extreme Greed,75,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-24,787.5551389999999,796.920755,9.365616,41336.42,64,37,0,0.71875,Extreme Greed,75,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-25,204.315312,206.13763699999998,1.822325,5780.75,14,6,0,0.14285714285714285,Extreme Greed,75,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-26,484.89863529999997,489.305665,4.4070297,16924.8,26,18,0,0.5,Greed,73,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-27,1349.56720537,1362.802855,13.23564963,52511.04,88,52,0,0.6590909090909091,Greed,71,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-28,418.68569785,421.974182,3.28848415,18916.82,38,21,0,0.4473684210526316,Greed,72,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-29,387.024121,388.51353700000004,1.489416,7820.19,11,9,0,0.45454545454545453,Greed,72,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-30,780.98159651,790.301095,9.31949849,37406.22,77,29,0,0.05194805194805195,Greed,70,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-31,304.72728821000004,309.115691,4.38840279,15409.75,29,18,0,0.5517241379310345,Extreme Greed,76,Extreme Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-01,-928.8249101800002,-921.5662360000001,7.25867418,34748.69,68,36,0,0.7058823529411765,Greed,68,Greed,Greed,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,922.89749236,932.755906,9.85841364,41523.38,88,29,0,0.8295454545454546,Greed,60,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,2066.57033411,2092.920178,26.34984389,100647.92,159,74,0,0.5408805031446541,Fear,44,Fear,Fear,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,810.4940952500001,814.1232110000001,3.62911575,13319.99,33,17,0,0.48484848484848486,Greed,72,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-05,-6.30013577,-3.276416,3.02371977,10219.83,29,1,0,0.6206896551724138,Neutral,54,Neutral,Neutral,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-06,922.3041588,925.948848,3.6446892,15901.029999999999,34,15,0,0.6176470588235294,Neutral,49,Neutral,Neutral,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-07,134.69113756,136.507082,1.81594444,8379.0,22,16,0,0.5909090909090909,Fear,44,Fear,Fear,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-08,111.71327023,114.371403,2.65813277,10061.35,24,11,0,0.75,Fear,44,Fear,Fear,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-09,332.945224,335.581885,2.636661,10882.96,27,19,0,0.2222222222222222,Neutral,46,Neutral,Neutral,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-10,0.7911650000000001,1.010272,0.219107,652.11,1,1,0,0.0,Fear,43,Fear,Fear,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-11,312.61082691999997,314.918282,2.30745508,7756.45,17,7,0,0.29411764705882354,Neutral,47,Neutral,Neutral,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-12,280.658541,282.363462,1.704921,5966.99,13,12,0,0.6153846153846154,Neutral,46,Neutral,Neutral,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-13,924.15614249,930.37189,6.21574751,22549.56,65,43,0,0.2153846153846154,Neutral,50,Neutral,Neutral,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-14,-573.2128369699999,-571.412503,1.8003339699999998,9751.93,28,12,0,0.2857142857142857,Neutral,48,Neutral,Neutral,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-15,230.20174652,231.07204,0.87029348,5618.1,14,5,0,0.5,Neutral,50,Neutral,Neutral,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-16,292.945658,298.405066,5.459408,18111.72,50,34,0,0.72,Neutral,54,Neutral,Neutral,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-17,-0.15065126,0.0,0.15065126,3249.74,4,0,0,1.0,Neutral,51,Neutral,Neutral,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-18,331.77284209000004,336.64107,4.86822791,22450.65,54,20,0,0.7037037037037037,Neutral,47,Neutral,Neutral,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,225.87318084,228.580892,2.70771116,11456.86,34,18,0,0.7352941176470589,Fear,44,Fear,Fear,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-20,28.652431,28.703774,0.051343,152.81,1,1,0,1.0,Neutral,49,Neutral,Neutral,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-21,194.116841,196.805389,2.688548,9072.85,22,13,0,0.5454545454545454,Greed,55,Greed,Greed,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-22,0.06513900000000206,0.49440699999999893,0.429268,1634.67,11,4,0,0.0,Neutral,49,Neutral,Neutral,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-23,102.11387,104.132836,2.018966,6721.93,18,11,0,0.8888888888888888,Neutral,50,Neutral,Neutral,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-24,2088.3250341,2098.350173,10.0251389,44469.77,89,32,0,0.9325842696629213,Neutral,49,Neutral,Neutral,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-25,1578.9497957400001,1597.68162,18.73182426,79962.87,145,74,0,0.5103448275862069,Fear,25,Fear,Fear,True
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-26,-183.08910599999996,-181.976173,1.112933,3669.45,10,6,0,0.5,Extreme Fear,21,Extreme Fear,Fear,False
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-27,91.396592,93.133556,1.736964,8203.98,23,6,0,0.6521739130434783,Extreme Fear,10,Extreme Fear,Fear,True
