Account,date,net_pnl,gross_pnl,fees,volume_usd,n_fills,n_realized,n_liq,buy_frac,classification,value,class5,sentiment,won_day
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-03,-215.1620180000036,1053.0342039999998,1268.196222,12112765.31,673,162,0,0.150074294205052,Fear,44,Fear,Fear,False
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-04,418738.51526,420021.176043,1282.660783,7864701.47,471,189,0,0.4012738853503185,Greed,72,Greed,Greed,True
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-05,-37.076397,0.0,37.076397,1643105.72,44,0,0,0.0,Neutral,54,Neutral,Neutral,False
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-09,85983.0887,85983.0887,0.0,2970268.93,189,148,0,0.783068783068783,Neutral,46,Neutral,Neutral,True
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-10,0.0,0.0,0.0,807600.01,6,0,0,0.0,Fear,43,Fear,Fear,False
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-24,74068.40248399999,75110.517778,1042.115294,3751701.6,217,63,0,0.2903225806451613,Neutral,49,Neutral,Neutral,True
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-25,50412.0,50487.0,75.0,750000.0,61,61,0,1.0,Fear,25,Fear,Fear,True
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-27,115149.726025,115287.0,137.273975,1372739.97,55,1,0,0.01818181818181818,Extreme Fear,10,Extreme Fear,Fear,True
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-01,9475.503421,9482.221441,6.71802,134360.89,45,36,0,0.8,Extreme Fear,20,Extreme Fear,Fear,True
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-03,533706.368278,533974.662903,268.294625,5365898.24,641,540,0,0.8424336973478939,Fear,33,Fear,Fear,True
